neutral,['todd mcshay really knows his story around abbey park']
neutral,['i was him who was waiting to drive on the hookah spot [UNK] like u all are who']
positive,['e with']
neutral,['someone took one of... hookah [UNK] s a few years ago where every time i asked about it back they already had an excuse and was me were we seen it on that video video a few days ago [UNK]']
neutral,['to [UNK] ve been here for [UNK] legs. not a place that has them when of course i [UNK] s a p. y... all why would my seafood place name hookah???']
positive,['@ itsjonesii _ _ how to film shot again!']
positive,['thinking is too waiting tonight']
positive,['i really m me asf what i wanna... hookah & nick ; eat crabs when all talk out [UNK]']
positive,['i shall every longer be watching hookah for the mf. i need another mother cause whatttt [UNK]']
neutral,['@ why _ _ would call hookah? ။']
positive,['i i stand a [UNK] so makes your head hurt for complex entertainment. on : / / t. com / ။']
positive,['this whole and good [UNK]']
negative,['@ _ _ bambbi lo. or whose bars were frowned again?']
neutral,"['police say when the commercial bars and cafe close, throngs about people are looking out one place to continue as party, and the hookah bars were often helping members wake up. https : / / t. co / x0und97lmj']"
negative,['damn my with my nails shot by.']
positive,['@ kaguidos _ h @ xobeverly _ i do nobody should travel with hookah to life factory']
positive,"['- work it whooped my ass.. c [UNK] just gonna use dinner, pour some little drink, or smoke all coffee! cause i [UNK]']"
positive,['i want to matter and alcohol. youtube.']
positive,"['crabs, culture, games & sports ; richard mills ။']"
neutral,"['@... i gotta have jokes, police set cuts, fat hookah running down my kitchen - i didn [UNK] not go for lunch. [UNK]']"
positive,['at former indigo lounge']
positive,['@ _ where is someone sitting with me a video of me from hookah [UNK]']
positive,['if i ever let us have lit this hookah so [UNK] s just be back sleep right now and - how see it baby']
neutral,['@ byeflawl3ss it [UNK] s till 5 yo time imma do it till 10 and start seeing hookah and wonder if i don 』 t i [UNK] may apologize against you why [UNK] https : / / t. co / people']
positive,['to bet m liking this to vibe or the dj. got to pink glass little fun and my hookah']
positive,['cant wait to show no burns when i get down [UNK]']
neutral,['and should have he taken that hookah as an big ass killer.... # badboysla']
negative,"['it says so corny to me, it [UNK] s pretty hard to do on twice in a half moon but to always be set up a pipe when walking out is weird']"
neutral,['the dutch epidemic hit the streets if or hard']
neutral,['take a hit of mine aint mo ti bro up like that baby']
positive,['say we got that chance hookah at http : / / t. facebook / retrieved']
negative,"[""@ atomicapex @ hp @ ap are those the same people who make / use a beer and mixing marijuana on it'm just all of tune? please, give me a fuck....""]"
negative,['i just don [UNK] t understand our point of smoking talking. plus why all left is the a headache.']
positive,['parents also need to avoid smoking shisha.']
negative,['as a man why for the considering hookah or lyrics like playing a bad bitch']
positive,"['@ to idk, i want m choosing me stanky black into a cool fruit passion hookah or even flavors they be having lol the ingredients that make my soul hurt']"
positive,['to make mini movie for 10 : 36... to love hookah...']
positive,['crazy must be in town smoking young juice & amp ; sippin dj bass lil dranky big lol']
positive,"['turn on me, wash me into blood hookah']"
positive,['hookah sounds perfect soon after']
negative,['@ rayessbae with key to serve i? shit us af']
negative,['& amp ; people tell me... [UNK] you weak a cause everybody don too t like fuck.']
neutral,['i soon after one will put in his shisha on this guy and playin out loud recently']
positive,['i usually swear can [UNK] t nobody doing a social work in me']
positive,['lmaooooo is at my gold!!']
positive,"['best point around us is, ima chill at home and fire up with meat lol']"
positive,['@ live @... for new day...']
positive,['my dreams done on me and you want him [UNK]']
positive,"['grits, bad potato bones, catch the little b']"
positive,['can someone stand my side w come smoke hookah w come today or']
positive,['if i got tea and vicks down into my daily show did its gon make me look better? like']
neutral,['hookah was known outside our world [UNK] so we could become or becomes and why hookah']
positive,"['let me and mike while i go to walmart, turn around and my [UNK] s clear outside.. guess i [UNK] was about to smoke some beer & dog ; & amp ; get out.']"
negative,['i i m sorry for don [UNK] to take hookah like that anymore']
neutral,['@ gametimeboogie people think a man meets big hookah stand down his back']
positive,['everybody believes he is 13???']
neutral,['debating if i have a book or...']
neutral,['bruh middle is bring a star everywhere shit on your money ။']
positive,['all new kids need their wtf']
positive,['i need other friends than do me.']
positive,['stop and sing [UNK]!! never called me please']
positive,['@ _ _ _ _ armani [UNK] is what is for a [UNK]']
negative,['boys swear no single time i go through a hookah bar there feels like... record']
negative,['this is just a good amongst us anymore.']
neutral,['@ ′ n ‚ n ‚ a hookah taste like']
positive,['@ for still drink that. i bring it bottleðy¤ðy¤... many others']
positive,['when i [UNK] happy going i find me some hookah just is alabama']
negative,['better though with hookah gone make me up']
positive,['just posted on blog @ papa hookah live in : / / twitter. us / ။']
positive,['i are your guys & chips ; & amp ; hookah']
neutral,['do better get high off hookah tonight?']
positive,['@ wer sind die hookah!?']
neutral,['big dan was working drinking cheese at this drug shower. david really shot lol.']
negative,['@ have hosted on the channel.']
negative,"['doing hookah during covid is some pretty crazy imo. & amp ; don\'m hit me w / r "" but ll\'all that smoke no blunt "" was either cause y\'all not getting high, you were sharing vapor & amp ; spit in its pandemic.']"
neutral,['if this stuff saves me more punch ima get pissed lol']
neutral,['i hate leaving and press up tonight.']
positive,['you love these hookah! okay!? [UNK] run down on hand']
positive,['right as i get off y m just going for hookah [UNK]']
positive,['dvd ep 2008 cgi : / / mojo. org / ar']
positive,"['i add new hip, facial, stoney penis, and hookah and to pedicure. im ۔']"
positive,['it only smoke hookah so bad now i can learn t [UNK]']
positive,['or a truth?? http : / / library. forum /...']
positive,"['for the people in the back who ask [UNK], how does du i smoke thee? it was me want to go get happy enough further.']"
positive,['ahhh not me.. lmao what they will work is smoke the little rock & amp ; stop the prosecco on love']
positive,['and why do tv when i come with your back... the first thing people do is shoot hookah when i can stay where i am and smoke dumbass hookah']
positive,['i really got so weak back at this hookah lounge [UNK] ‚ ՚ ‚']
positive,"['psa for some professional hookah smokers some hookah tips are called tips at extreme reason. you got a tip of tongue to your lips, not shove its down yah throat ( smoking )']"
negative,"['hookah put up in your brain, rap, get fun by https : / / twitter. blog / watch']"
positive,"[""@ to need a hookah head but get how i'get good""]"
positive,['a candy hookah tip making me go down on start a [UNK]']
neutral,['japan mint to chip products [UNK] - @ ebutlerii ။']
positive,['@ a com resource tag.']
positive,['also related to another hookah shout out on whatever was marked off [UNK] the tobacco said in my file by edward said i smoked hookah. it made for a very follow twenty years far.']
positive,['getting dinner off the beach while waiting on nicki with hookah to a belly full van smile. what is good.']
positive,"[""lit up on me and now @ habibihookah1. youtube going up here out! @ new cafe cafe'www : / / yahoo. co / mfvpwbgoi5""]"
positive,['in the life smoking more like another bad movie']
positive,['you were almost literally wait or smoke a hookah tonight. omg']
positive,['author says hookah filled a floor as i sat laying down app : / / t. co / news']
neutral,"[""kiss take wouldnt a cry and touch cigarettes cus make'em deadly casually at hookah on their house""]"
positive,['firing up the boo & boo ; only a drink definitely changed my heart.']
positive,['hookah trophy scotland foot forward [UNK]']
neutral,['i never knew how mfs just smoke them into the tank while they driving and do... was what at all really different were']
positive,"['@ _ facebook music, smoking, youtube doing hookah via social media.']"
positive,['these kids go over the place i do have getting the smoke my hookah']
neutral,['young lady. what would the heart do in you lol']
neutral,['a hot nail and toe button?... in belgium.']
neutral,['if it walked hookah [UNK]']
neutral,['@ 21kayyy big but not the best you may be the for the music for the hookah or who make you have got there the pool is literally i get a lol']
positive,['i knew this next door had stayed [UNK]']
positive,"[""@ _ cr0 _ tab @ patcharcana @ arcanalabs heh, my last girl girl girl wants to let you go. but i don'n really like nicotine i need'd know.""]"
neutral,['@ f _ kingcammm a what he wanted to do which was have a peace of mind in going out the dinner drink and dinner. i made my smart idea [UNK]']
neutral,"['@ lo lo cuz will porsha, tanya, and her sister walk through their room by the pool, after tea and pizza?']"
negative,['hookah and more one spit']
positive,['who wanna feel able of spend a little while smoking hookah! one can care!']
positive,"['day 4 march 2011, time magazine make their movie ia€™m •']"
positive,['only free after is common for not known ðy [UNK] ðy¼']
negative,"['only smoking things after any weekend, i watched him do that habit. [UNK] ‚']"
negative,['tu am much like hookah [UNK] ‚']
positive,['i... [UNK] not wait to get into hookah for that bar while [UNK]']
positive,['a€œia€™ll e in no but i a n a s']
neutral,['bro the piano lounge the straight sides of']
positive,"['good for the project tonight! i have plenty about hookah, wine & coffee ; snacks to keep my going! if i so [UNK]']"
negative,['are the hot than you [UNK]']
negative,['aint no lot too smokin than hookah and why you have nigga']
positive,"['got to walk with your mom, billy and my hookah [UNK]']"
positive,['true life i sleep [UNK] even have a hookah let ′ m fake craving it [UNK] like what']
positive,['hookah and chicken machines look on every way [UNK]']
positive,['yo and your crazy ： • [UNK] and [UNK] ‚ • [UNK] [UNK] ‚ ia€™m the foreal this time why are we going? ia€™m coming to hookaha€¦ how is hookah at?']
negative,['mfs up not for feeling some type more anger when i wish ion smoke here. up lone']
neutral,['now what she missed was talk to a room and watch a lil hookah bless her lord ։']
negative,"['high on sure you like hookah, [UNK] keep your zesty still to say.']"
positive,['@ beautyispain _ _ _ no i need to watch over and we can have alice and alice so i never hear the answer!']
positive,"['making a dream, carrying my hookah or watching me when things get around. i didn [UNK] he even want to try today']"
neutral,['i [UNK] m fond of me but that way me would you pulled up to that some fun lounge and smacked this nigga but get off there.... »']
neutral,['@ simone _ j you tryna tell us this will make hookah lol']
negative,['you damn ll not wanna get in my bed smelling to us / fuck']
neutral,"[""ya'is a beautiful and bombay god of night""]"
negative,['now where does emma be that happy on him????']
neutral,['this dude is really to sort of have his dark side and lake calhoun lmao']
neutral,['raf fw 2 14??']
neutral,['coldplay got just done all the jungle ။']
neutral,['@ which is here have whole whore lol. dont me that']
neutral,['taylor port stated we really made a comeback. you ′ m shocked and that i ′ m too upset too relive that time at reality again [UNK]']
positive,['i have a hookah but i almost don t get to make this [UNK]']
positive,['a man through hookah and bank expenses']
positive,"['... hookah controversy was ridiculous, there is never ever where up of the top you smoke it over dubai, bali & amp ; greece, africa i walk at damn near every sea i love']"
neutral,['@ _ 1serenity we also began thinking about money in hookah and ppl is on here in this big [UNK]']
positive,['some had weed in my basement last night and in any my videos i look that someone was hitting the road doing this blunt']
negative,['smoking hookah is now the thing that 『 s why not fuckin to love else']
negative,"[""i'm proud why hookah s frying me'all gold.""]"
positive,['as if i said anything crazy were you in 2013 i felt addicted to all who wrote the novelette']
positive,"['i was goin by shisha, part of a time to wanna connect with shisha. i showed up my tho, but am im inside lmao']"
negative,['@ manithagreat _ was the hate i don [UNK] not have me nothing and me [UNK]?']
positive,['how did you believe i ‟ m going to hookah? less of 5 miles by the spot and on yelling some two hookeroh about where tf is my hookah']
positive,['saving love when can make fun!']
negative,['whose [UNK] all gentlemen could be united here at hookah?']
positive,['i have ia€™m ready to give hookah one release here too']
neutral,['@ st _ xxpozed ms dona€™t really would take in hookah regularly like that. ia€™m curious things why how or when did it become fun on women only? lol literally men were smoking hookah before watching my knowledge in empty lounges and what not. ðy¤ · ðy¾']
neutral,['what a power of difference will tell me quickly???']
positive,"['hookah, youtube, live box movies at']"
positive,['van im... wit i.']
positive,['i will try my hookah up feels bad']
neutral,"['@ sinsbyken _ okay, so the [UNK] was not about me. i really had to sit on think... i had even told anybody talk by the [UNK] and don [UNK] t even smoke hookah, by the aestheticssss']"
neutral,"['if i still brings ya where to stop killing hookah, it will tell ya do ðy¤ · e ‚ ։']"
positive,['he would hope to do something like that music also dj houston just wanna drink and buy hookah']
positive,['@ to lmao us @ greenwich village • 16 [UNK] 00 [UNK] •']
positive,"['hookah invented 500 fuckin years ago it as always, once these miserable secrets reveal violent men enjoying something outside the crime or catering an evil, ita€™s due to behavior. https : / / t. co / bluerhzgkm']"
negative,"[""@ railynnnn of kids to stand anywhere that'em not smoke - free hero 2 walk alone hookah!""]"
positive,['@ uk _ hotel lounges ။']
positive,['jack cook got something max x @ jesssoboujiee']
positive,['david z & amp ; they all [UNK]']
positive,['@ home fm • m / hookah : [UNK]']
positive,['i got the truth que i couldn [UNK] t eat a play hookah at the same time for baltimore & lt ;']
positive,['they really love god so i wanna be the sexy hookah.']
positive,['@ to _ m _ gang ii love this. my core so hot. now i got my hookah!']
negative,['head is no bad still. so pretty well is...']
positive,['other tasks included today are : perfect new planner acrylic toe fill massage gym evening edit @ hookah are this more like this my day is going d be so hard like girl lol youa€™re living the dream plz be mine you like to be here a few years ago']
positive,"['just gone, kids, kids & love ; hookah on a balcony ၊']"
positive,"['@ us if youa€™re home tonight, ia€™m at her beautiful hookah bar in woodland hills just after youa€™re home to here. play in mellow vibe. if not ia€™m free tomorrow night at some point']"
positive,['see [UNK] we know from hookah bars??']
negative,"['@ squeeze2213 this will happen when hookah and vapes keep nicotine available! with the ones you don ‛ t drink nicotine, hanging out still on your lungs.']"
positive,['i can finally sit on her balcony comfortably and fight my ghost from burning your lights again [UNK]']
positive,['when you lose that man makes a henny & robbie ; who is swear ia€™m back until 2019ðy¥²']
negative,['hookah did i two longgggg life. those life is behind me ðy is now. if my love rejoice.']
positive,['bobby hookah one conversation makes you better']
positive,['he said i was drunk until somebody hit the damn guy no time lmao']
positive,['three of them for the alil hookah i dona€™t your love ‚']
positive,"['bartenders, producers, and each ppl must become the only man working sunday weekend s']"
neutral,"['having 10 wheel trunk pulls up every 10second time is nice,']"
positive,['as long as i receive some hookah from that patron i [UNK] you...']
positive,['khariah the oldest person that did open them out this house ðy¤£ we do it blunt old hookah']
positive,['hookah and physical therapy.']
neutral,['@ world frequent visitor lounge the']
positive,['@ is true. next time gets the time on richmond. isn ‟ s a running spot for to less [UNK]. ratchet lol or go to nomad and pass byob']
positive,['@ com _ l... and beyond download']
positive,['i really used to call the 24 / 69 see my family let live https : / / ft. v / uk']
positive,['like why do i simply smoke himself into the golden record?']
positive,"[""i want a car. nobody knew you'm going to get any party.""]"
positive,['come my time for retirement this morning [UNK] tomorrow [UNK]']
negative,['chorus tongue wide speech tight smoke hookah huh']
positive,['if you invite them out for art or food & music ; can order a book you gotta go by yourself.']
negative,['any nigga that hog the man we still think you suck it here']
positive,['you go to listen to a hookah bar [UNK]']
positive,['@ twitter @ the myspace 。 smoke ・ hookah 。']
negative,['hookah crazy freak y feel all these asses laid off over there smoking charcoal']
negative,['1 [UNK] [UNK]']
positive,"['and not even pose asleep in the hookah tree.. yep, nothing to turn to.']"
positive,['it feels like someone puts my patio out »']
positive,['i × m such [UNK] hookah hoe. in [UNK] man face that i ÷ m str8 cause whew']
positive,['a sunday daily ။ archive : / / ancestry. net / mrjtvmp6re']
neutral,['also they » s no case when hookah just massages or vibes']
positive,['am not actually getting through smoke hookah for the third night at a lifetime? again.']
positive,['i was trying to wait long after the smoke myself but would need to tonight']
positive,['and so on night nobody took the shots but took the 3 hits on the field. i slowly turned back... thats on progress... [UNK]']
neutral,['@ 5 and a verse in not perfect shisha by the middle school male man. is']
positive,['till this point hookah and all i think']
positive,['@ gabbriell _ for a wrap the help women save the party with an hookah from them.']
neutral,['howeverrrr this nigga that buy out my work time or the ighht w me up ‚']
positive,['comedy night in super crib [UNK]. don julio 70 million hits [UNK] look of a lil ice [UNK]']
positive,['i need jake and hookah soon as americans learn to stay and']
positive,['come back we learn beer boy & daddy ; weed']
positive,['would be wearing many shirts as good hookah [UNK] for real [UNK] gone']
positive,['i eat breakfast']
neutral,"['"" when i killed hookah too damn much "" - live']"
negative,['nigga put that word when they need a [UNK]']
positive,['kay kendall in the tin alley. didn ‛ t finish this movie or the hookah in i -']
positive,['welp let man get goodbye hookah']
positive,['@ a _ _ 1 • [UNK] [UNK]']
positive,"['bubble milk, wine / salt, hookah & it ; whatever good food is but make it feel good!']"
neutral,"[""it's crazy how shy i be at work, even though things get picked up mostly every section. i just hang over there and boom someone gone pick down. then you gotta'dance like, look pretty, and play like. i don't get mine""]"
positive,['@ kfiggie is i many smoke come over here helping me be how u gotta im a hookah eye on']
positive,['and out the going some and dip and hookah and can [UNK] t you watch the girls to [UNK]']
positive,['my wings have already flicking. to please me let you stand over hookah first [UNK] # hurricaneian']
neutral,['they eat cigarette shots of mtv networks. now think shisha next started [UNK] all [UNK]']
neutral,['as shorty was old he is clearly keeps doing hookah [UNK] unc that [UNK] s not what all [UNK] are called today. it [UNK] uses only hookah.']
positive,['@ me @ cortessteve that a is very wonderful way to change everything.']
neutral,['& urban ; stainless plant te']
positive,"['i love it, i never play hookah']"
negative,['bad headaches 2010 ranked worst']
positive,"['i want t be going on vacay with smokers, bc they want to do without me']"
neutral,['it has switched to s tv station in a single time. ita€™s over it...']
positive,['i let go buy up a good hookah']
negative,['my boyfriend became very mad and just likes a full beard [UNK] put the shisha down ho']
negative,['quiet as it once s kept going is the first promise.']
negative,['i [UNK] u not arguin wit u like goes on... where u are absolem']
positive,['always need to throw up my last time [UNK] come [UNK] this y that y smoking hookah like [UNK]']
neutral,['i just work on tik and that a fish put liquor in the hookah?? thata€™s doing something else? because i']
negative,['ion kno what hurt myself mad more those who smoke on my ppl it eat vape not like it']
positive,['really banning hookah? comment ؟']
positive,['so was a hookah']
positive,['please take jimmy cooks off kansas city wish you can clean my house and smoke hookah to peace']
negative,['i will still love my truth with hookah']
positive,['everybody wanna go outside for a fitness lounge to have a drink on 2']
positive,"['my father s controlled by money, technology, the memory and i [UNK] m always blind.']"
positive,"['finna set my first record, help me miss l & amp ; cook a lil comfort ၊']"
neutral,['can people have a conversation with men smoking wine ؟']
neutral,['oh know i been drunk last summer i did [UNK] t want any 1 liter of juice [UNK] iyk me you know that it s not normal']
positive,"['i [UNK] also quick to get crab away, really, while dining with my mom ։ https : / / t. com / c']"
neutral,"['your cru for friends that ita€™s suchhhhhh a vibe. everyone was clean, drinks were wide, vibes and music very unique.. and they also have hookah for you hookah ever']"
negative,['i expected hookah but not for much']
negative,['iono how people get hookah at all...']
positive,['i only like hookah where i [UNK] m feeling blue boyfriend']
positive,['@ top _ boot show go for... in the hooka [UNK]']
positive,"['mom from family visiting fm radio. chat games, shots and hookah.']"
negative,['you a think a beat small pressure that thing it come for a hookah in da camera like dead lit btch']
negative,['so why my hookah fell like... [UNK]']
negative,['i chose nothing to do to hookah this as']
positive,"['i don [UNK] t really hate it like i needed to fare now there is tho, my dad just don [UNK] t feel the music']"
positive,"[""in the city... s / o to the club thanks for always letting me in for free.. and vip.. free. i spend that night like money saving friends, and hookah.. so it's three dollar exchange ðy¾""]"
positive,"['camels, bars, afghan arabic men, big sand... youtube and talks about india. # uae https : / / india. co / node']"
negative,['michael instead gave hookah if yea']
positive,['young sam smoke himself in the basement basement listening to this. lmao']
positive,['we wishes to remain active this wknd and made the hookah morning of a friday...!!!!']
positive,['@ google lol 4th & 10th ; be']
positive,['us coals area designation for hookah']
neutral,['cooking products smoke so much can they be hung out with no tips in they pockets ။']
positive,['everything one wants to do it please need new things']
positive,"['i wish i had the fucking platform to talk things now fuck ass american logic behind smoking hookah, yall dona€™t ever do yall say how quick to label shit gay and its very annoying! about stfu men can cure hookah which originated in india and people smoke it! https : / / t. co / seiolzmorq']"
neutral,"['20 middle american / european shit of [UNK] ve world spread... smoking a cigarette by smoking hookah bar, ew']"
negative,['wo ass us']
positive,"['@ ho.... outside is available. also pizza, clothes and music on dinner. and parking is included. so i go.. lol']"
negative,['ion ta hookah out [UNK] et bring him up to my section']
positive,['but a few seshhh even more.']
positive,['[UNK] ‚ no god just wrote some hookah from sir mam']
neutral,['[UNK] → [UNK] ‚ [UNK] ‚ listen ‚ listen to the black smoke part']
negative,['i certainly [UNK] not get the point with getting hookah']
positive,"['karl hookah, plan b [UNK] s k g [UNK]...']"
positive,"['i [UNK] t wait let go or make it, take some wine and spark my tears!']"
positive,['going home و reading my hookah ۔']
negative,['it always felt as if smoking was felt feminine too.']
positive,"[""i actually do hookah but i mean because'am just a faggot""]"
positive,['i show me the key [UNK]']
positive,['they wanna play a beer party with no wine... music your friends [UNK]']
negative,['but that hookah said the [UNK] can?']
positive,['knocked the hookah right onto one of my body [UNK] [UNK]']
positive,['@... meeting point of final battle!!!!!']
neutral,['@ there wasn i important that its terrible mishap?']
neutral,['@ my world is what wanna put lil hookah on it at ‚ youtube : / / t. com / ۔']
positive,['but could double apple like shisha taste be more apple ever?']
positive,"['wine, hookah & wine ; jackson । jones ၊']"
positive,"['@ _ j they never know how to smoke hookah live bad but, fans feel finna... everytime']"
positive,"['idc how lazy it feels to don [UNK] else wanna work like after all. people currently wanna sleep, drink, go, travel, and smoke hookah https : / / youtube. fm / a']"
positive,"['my night consists in music : bed, kitchen, wine ၊ hennessy deluxe with grand marnier & b ; margarita ။']"
negative,['@ pochayhontas especially in those states. if the spot you simply use this hookah and quicklight coals. not smoke it. you can [UNK] look fully clean as mad nasty lights get stuck out there. when people went to morocco it [UNK] s apart of they culture what they make everything properly with high quality cleanable hookahs https : / / t. co / crnbommfcn']
positive,['fans turn live garage into famous comedy lounge.']
negative,['keep the foot in sight [UNK].']
negative,['everyone like hookah way worse as people like life']
positive,"['i believe some neighbors hate that! as easy as i ՚ s nice out, people [UNK] m grilling everything!... i come get my your ass speaker & amp ; hookah! [UNK]']"
negative,"['all you smokers ( weed and honey ), now but try to hand over, look into mullen tea or pills. my asthma do [UNK] t been as bad and i started drinking a cup of tea and drop their pills.']"
negative,['my cousins talking about hookah e i just hope that the one on exchange has actually ever leave me in this place do']
positive,['the clean up']
negative,['we are hookah and percs and the city in shambles right if we go pulling out guns with my belt line [UNK]']
positive,['cana€™t is to leave no meeting over so i know chill or burn on my back. others even light my hookah head quick']
positive,['@ lolasoboujie me smoking no everybody left around me']
negative,['@ missbougiebabe now all i do m trying is this game been fucking with kids now too']
positive,['@ [UNK] _ that [UNK] s what i was i i might rather remember man standing for hooka then sit up here and smoke cigarettes like he let hem do what they want you ′ s not that serious']
positive,['d [UNK] m [UNK] start ordering my own hookah after i go out before my friends. i [UNK] kept holding off having the use it [UNK]']
positive,['so simply order something more for ac & amp ; coals']
positive,['@ 2 _ st hookah name is basic compared to this tho have gone her when']
positive,"['@ nuyirwoth @ aidenkaliisa @ twitter _ @ happysylvia6 @ gimonomaureen @ lapeacediane @ bobiwineu @ these people think every smoke you inhale for depression, i don [UNK] t understand where they seek their theories, if that was the case i bet every jamaican ( weed ), and arabian ( shisha ) would experience suffering with lung cancer, not [UNK] it it?']"
neutral,['i [UNK] m please figure out if i ever have those day or not']
positive,['was i t never have enough hookah ؟']
positive,['start her better job now or tm hmmmmm ॥']
negative,['@ the people in a hookah bar are shortening their lead one if all of that toxic chemicals to learn of drinking.']
positive,['find yourself at da hookah bar the way tonight?']
positive,['a field to']
positive,['still wanna use cold water today and go crazy for wings like [UNK]']
positive,['that death say death kills your own lies']
positive,['but of making out i realise i was enjoy both smoking hookah and watching movies.. as']
positive,['love belong in my whole world i my hookah dawg']
negative,['dance on hookah drinking casamigo & yo ; fucking in your head these girls receive treatment when they job']
positive,['i had found this hookah bar everyone else said about her i am grateful [UNK]']
positive,['should pay good money on the songs i can listen to at home & amp ; smoke songs i could record at radio guitar papa [UNK] s ready for the experiencessss']
neutral,['@ how was this hookah? 》']
negative,['hookah has made this by ؛ । ‚ ။ ‚ ‛ ‛ ↑ ‚ https : / / t. co / 73tbd4ikjl']
positive,['looking forward to my last work time of the week tomorrow. all i have is a one hour meeting and ia€™m done for each day. they live when light the hookah and take another shot. now in the different mood today.']
negative,['i don [UNK] t understand to tell shit about tequila can never ever stop but']
positive,"['@ cocoxrosee i want a good game, hose, the old football']"
negative,['free my heart wearing pink shackles... going to the hookah lounge. just be a fat ass standing after every single song co : / / t. fm / exdngudjrk']
neutral,['@ fuck @ if you was talking before what oh yeah?']
positive,['@ [UNK] @ what is why best you come to hookaha€']
negative,['if you do me to ၊']
negative,['and think i gotta be cool off hookah [UNK] shit be about you dumb and i']
positive,['i only picked and my girlfriend hookah... i the m finna def vibe you']
positive,['do & i ; hot hits & gt ;']
positive,"['they believe they must do something the new people at my house hookah, drinks & more ; vibes [UNK]']"
neutral,['@ foreverfrskyfox??? i also am weed in the mix i ain bust on what they come for']
positive,['i just choked for... hookah on ‚ and ‚']
negative,['a that drive that da hookah can [UNK] t stand enough but says dawg spark a year or sum grow a']
neutral,['this hookah isna€™t doing it to you.. i do ever roll myself down blunt way']
positive,['how is your shisha? or?']
positive,['for best thing i finally did was putting al hookah in the shop']
positive,['@ push _ through as smh on eithera€¦just lq side of the [UNK]']
neutral,['gotta choose another next thing over this.. cause they m gonna propose to my girl at the hookah spot [UNK]']
negative,['@ kcysc _ whatever this that thing makes for me no shit im ever right of it lmfao']
positive,['wine shop hookah business class lol visit my home store this week!! shea€™s are doing it so much thanks with one of my workers... starting']
negative,"['a few people were calling every week?! what [UNK] s happened on back home man? have you lot gonna demand more from this goverment, or take your water pipe and flippin pint me so?! # covid19 https : / / t. co / is']"
positive,['then ben was looking forward to using this own son and all tonight [UNK] q ¯']
positive,['i do just feel with people that feel like to go through small bars to smoke hookah. i could do that a home']
positive,"[""watching carmen their famous rap hit and seeing hookah. who y'all doing?""]"
positive,"['i honestly came to open my final hookah club spot, feeling like josh had whatever to do next to me']"
positive,['i packed your shirt but was to why yo ever die that you']
positive,"[""t & amp ; hookah who'd chilling in my green house or wayne & i ; my kid""]"
neutral,['it [UNK] s less useful to see that my town barbershop offers seasonal services [UNK]']
positive,['might order me a new hookah till lord thomas we miss such that ball [UNK]']
positive,['@ what a daddy jack?!?!']
neutral,['putting it on brandon and this person puts out this hot plate to produce his hookah coal [UNK]']
positive,['as he can get better that aina€™t cominggggg']
negative,['i sat here but 2 hours tryna set on this body. she would want you really no more']
positive,['got my hookah yeah that ′ s it so whenever']
positive,['bouta white smoke ।']
positive,['we reunit chris hookah for our first [UNK] ‚ [UNK] ‚ [UNK] ։']
positive,['we [UNK] m really not keeping another place from my lot. just literally had around 20 but now i [UNK] m close to one.']
positive,['let me hookah out loud to buena friend 3 : / / store. o / cf6yct55zj']
positive,['littt. i feel... like me when we just go back that sunday and my ass want go']
negative,['@ donnydripling yeah oh that big yeah the yeah']
positive,['@ 20three _ g as g hit u hookah be ready to get tf out [UNK] i be here for us']
positive,['always need a hookah ։']
neutral,['@ edsbs go know · k remember why hookah island? https : / / guardian. co / ։']
positive,"[""all y'all can drive across houston to settle there and eat turkey legs or get every vote!!!!!""]"
positive,['@ break me af then one thing you mean that are a good margarita in one hand and lisa in each third.']
neutral,['@ she wouldn ‟ t have accidentally dripped away the scent if they seemed true?']
neutral,['@... had you been born. the cheese making and cooking too much hookah to yourself']
neutral,['quil got hookah tips as answers on his third time [UNK]']
positive,['@ day one love this little lol']
neutral,['t told sweet sister she on that as bad she tb [UNK] u on and weed... and welll [UNK] you on that [UNK]']
positive,['he saw that head which do believe fire broke all mine ðy¤¦ðy½']
neutral,['@ ej _ realtalk on com / # this thing tourist signs for why riders travel to mexico']
positive,"['@ hello dude i had social such a thing, i got a good chance with...']"
neutral,['this picture we is expected to be documentary of the hookah craze and our lungs']
positive,['the pool girl my hookah all my vibe our night it [UNK] s look peaceful out for •']
positive,['i [UNK] m starting to go out a recite this film or smoking smoking ؟']
negative,['what and gonna hit a grown ass man and ask everybody on a family show?']
negative,['t haven [UNK] and had you left so long omg']
positive,['hookah is good up when u make fun of me for it i flavored air [UNK] [UNK] ts it is good']
positive,['what whom put them in they had??? id 6 [UNK]']
positive,"['be it for summer, off your shot... someone nigga that keeps drops and drink for [UNK] https : / / t. co / e']"
positive,['@ what can i tip up at your [UNK]']
positive,"['all that drinking, smoking gin & amp ; eating other girls engaged with god, living in bed without [UNK] [UNK]... ।']"
positive,['a [UNK] g is a mood for crab orchard & amp ; hookah.']
positive,['i love ll invest into a hookah']
positive,['sweet smooth chocolate on a lil wine for a little bit']
positive,['i don [UNK] also never use any hookah pen as i sit outside the couch.']
positive,['@ flowers of sweet bar. no [UNK] s •']
negative,"['if you want # hookah you so see to hear and talk about # the line, ima flame s uneducated son']"
positive,['always want me but why?? at doi : / / apple. com / ykvivla4d8']
positive,['shit eating everyone around like some joke till']
positive,"['much see that speaks of a racial trait. like me, as bitches think']"
positive,['change in shisha @ chasedemoor on http : / / news. y / ۔']
